PERMNO,date,TICKER,CUSIP,PRC,RET
84398,20160630,SPY,78462F10,209.47501,0.013621
84398,20160701,SPY,78462F10,209.92081,0.002128
84398,20160705,SPY,78462F10,208.41,-0.007197
84398,20160706,SPY,78462F10,209.66,0.005998
84398,20160707,SPY,78462F10,209.526,-0.000639
84398,20160708,SPY,78462F10,212.64999,0.01491
84398,20160711,SPY,78462F10,213.39999,0.003527
84398,20160712,SPY,78462F10,214.95,0.007263
84398,20160713,SPY,78462F10,214.92,-0.00014
84398,20160714,SPY,78462F10,216.12,0.005583
84398,20160715,SPY,78462F10,215.83,-0.001342
84398,20160718,SPY,78462F10,216.40919,0.002684
84398,20160719,SPY,78462F10,216.19,-0.001013
84398,20160720,SPY,78462F10,217.08501,0.00414
84398,20160721,SPY,78462F10,216.265,-0.003777
84398,20160722,SPY,78462F10,217.24001,0.004508
84398,20160725,SPY,78462F10,216.64999,-0.002716
84398,20160726,SPY,78462F10,216.75,0.000462
84398,20160727,SPY,78462F10,216.52,-0.001061
84398,20160728,SPY,78462F10,216.77,0.001155
84398,20160729,SPY,78462F10,217.12,0.001615
84398,20160801,SPY,78462F10,216.94,-0.000829
84398,20160802,SPY,78462F10,215.54919,-0.006411
84398,20160803,SPY,78462F10,216.17999,0.002926
84398,20160804,SPY,78462F10,216.4097,0.001063
84398,20160805,SPY,78462F10,218.17999,0.00818
84398,20160808,SPY,78462F10,218.05,-0.000596
84398,20160809,SPY,78462F10,218.17999,0.000596
84398,20160810,SPY,78462F10,217.64,-0.002475
84398,20160811,SPY,78462F10,218.64999,0.004641
84398,20160812,SPY,78462F10,218.46001,-0.000869
84398,20160815,SPY,78462F10,219.09,0.002884
84398,20160816,SPY,78462F10,217.96001,-0.005158
84398,20160817,SPY,78462F10,218.37,0.001881
84398,20160818,SPY,78462F10,218.86,0.002244
84398,20160819,SPY,78462F10,218.53999,-0.001462
84398,20160822,SPY,78462F10,218.53,-0.000046
84398,20160823,SPY,78462F10,218.97,0.002013
84398,20160824,SPY,78462F10,217.85001,-0.005115
84398,20160825,SPY,78462F10,217.7,-0.000689
84398,20160826,SPY,78462F10,217.28999,-0.001883
84398,20160829,SPY,78462F10,218.36079,0.004928
84398,20160830,SPY,78462F10,218,-0.001652
84398,20160831,SPY,78462F10,217.38,-0.002844
84398,20160901,SPY,78462F10,217.39,0.000046
84398,20160902,SPY,78462F10,218.37,0.004508
84398,20160906,SPY,78462F10,219.03081,0.003026
84398,20160907,SPY,78462F10,219.00999,-0.000095
84398,20160908,SPY,78462F10,218.50999,-0.002283
84398,20160909,SPY,78462F10,213.28,-0.023935
84398,20160912,SPY,78462F10,216.34,0.014347
84398,20160913,SPY,78462F10,213.23,-0.014376
84398,20160914,SPY,78462F10,213.14999,-0.000375
84398,20160915,SPY,78462F10,215.28,0.009993
84398,20160916,SPY,78462F10,213.37,-0.003846
84398,20160919,SPY,78462F10,213.41,0.000188
84398,20160920,SPY,78462F10,213.42,0.000047
84398,20160921,SPY,78462F10,215.82001,0.011245
84398,20160922,SPY,78462F10,217.17999,0.006301
84398,20160923,SPY,78462F10,215.99001,-0.005479
84398,20160926,SPY,78462F10,214.24001,-0.008102
84398,20160927,SPY,78462F10,215.57001,0.006208
84398,20160928,SPY,78462F10,216.64,0.004964
84398,20160929,SPY,78462F10,214.67999,-0.009047
84398,20160930,SPY,78462F10,216.3,0.007546
84398,20161003,SPY,78462F10,215.78,-0.002404
84398,20161004,SPY,78462F10,214.67999,-0.005098
84398,20161005,SPY,78462F10,215.63,0.004425
84398,20161006,SPY,78462F10,215.78,0.000696
84398,20161007,SPY,78462F10,215.03999,-0.003429
84398,20161010,SPY,78462F10,216.16,0.005208
84398,20161011,SPY,78462F10,213.42999,-0.01263
84398,20161012,SPY,78462F10,213.71001,0.001312
84398,20161013,SPY,78462F10,213.00999,-0.003276
84398,20161014,SPY,78462F10,213.12,0.000516
84398,20161017,SPY,78462F10,212.38,-0.003472
84398,20161018,SPY,78462F10,213.71001,0.006262
84398,20161019,SPY,78462F10,214.28,0.002667
84398,20161020,SPY,78462F10,213.88,-0.001867
84398,20161021,SPY,78462F10,213.98,0.000468
84398,20161024,SPY,78462F10,214.89,0.004253
84398,20161025,SPY,78462F10,214.17,-0.003351
84398,20161026,SPY,78462F10,213.74001,-0.002008
84398,20161027,SPY,78462F10,213.17,-0.002667
84398,20161028,SPY,78462F10,212.53999,-0.002955
84398,20161031,SPY,78462F10,212.55,0.000047
84398,20161101,SPY,78462F10,211.00999,-0.007245
84398,20161102,SPY,78462F10,209.74001,-0.006019
84398,20161103,SPY,78462F10,208.78,-0.004577
84398,20161104,SPY,78462F10,208.55,-0.001102
84398,20161107,SPY,78462F10,213.14999,0.022057
84398,20161108,SPY,78462F10,214.11,0.004504
84398,20161109,SPY,78462F10,216.3792,0.010598
84398,20161110,SPY,78462F10,216.92,0.002499
84398,20161111,SPY,78462F10,216.42,-0.002305
84398,20161114,SPY,78462F10,216.59,0.000786
84398,20161115,SPY,78462F10,218.28,0.007803
84398,20161116,SPY,78462F10,217.87,-0.001878
84398,20161117,SPY,78462F10,218.99001,0.005141
84398,20161118,SPY,78462F10,218.5,-0.002238
84398,20161121,SPY,78462F10,220.14999,0.007551
84398,20161122,SPY,78462F10,220.58,0.001953
84398,20161123,SPY,78462F10,220.7,0.000544
84398,20161125,SPY,78462F10,221.52,0.003715
84398,20161128,SPY,78462F10,220.48,-0.004695
84398,20161129,SPY,78462F10,220.91,0.00195
84398,20161130,SPY,78462F10,220.38,-0.002399
84398,20161201,SPY,78462F10,219.57001,-0.003675
84398,20161202,SPY,78462F10,219.67999,0.000501
84398,20161205,SPY,78462F10,221,0.006009
84398,20161206,SPY,78462F10,221.7,0.003167
84398,20161207,SPY,78462F10,224.60001,0.013081
84398,20161208,SPY,78462F10,225.14999,0.002449
84398,20161209,SPY,78462F10,226.50999,0.00604
84398,20161212,SPY,78462F10,226.25,-0.001148
84398,20161213,SPY,78462F10,227.75999,0.006674
84398,20161214,SPY,78462F10,225.88,-0.008254
84398,20161215,SPY,78462F10,226.81,0.004117
84398,20161216,SPY,78462F10,225.03999,-0.001945
84398,20161219,SPY,78462F10,225.53,0.002177
84398,20161220,SPY,78462F10,226.39999,0.003858
84398,20161221,SPY,78462F10,225.77,-0.002783
84398,20161222,SPY,78462F10,225.38,-0.001727
84398,20161223,SPY,78462F10,225.71001,0.001464
84398,20161227,SPY,78462F10,226.27,0.002481
84398,20161228,SPY,78462F10,224.39999,-0.008265
84398,20161229,SPY,78462F10,224.35001,-0.000223
84398,20161230,SPY,78462F10,223.53,-0.003655
84398,20170103,SPY,78462F10,225.24001,0.00765
84398,20170104,SPY,78462F10,226.58,0.005949
84398,20170105,SPY,78462F10,226.39999,-0.000794
84398,20170106,SPY,78462F10,227.21001,0.003578
84398,20170109,SPY,78462F10,226.46001,-0.003301
84398,20170110,SPY,78462F10,226.46001,0
84398,20170111,SPY,78462F10,227.10001,0.002826
84398,20170112,SPY,78462F10,226.53,-0.00251
84398,20170113,SPY,78462F10,227.05,0.002296
84398,20170117,SPY,78462F10,226.25,-0.003523
84398,20170118,SPY,78462F10,226.75,0.00221
84398,20170119,SPY,78462F10,225.91,-0.003705
84398,20170120,SPY,78462F10,226.74001,0.003674
84398,20170123,SPY,78462F10,226.14999,-0.002602
84398,20170124,SPY,78462F10,227.60001,0.006412
84398,20170125,SPY,78462F10,229.57001,0.008656
84398,20170126,SPY,78462F10,229.33,-0.001045
84398,20170127,SPY,78462F10,228.97,-0.00157
84398,20170130,SPY,78462F10,227.55,-0.006202
84398,20170131,SPY,78462F10,227.53,-0.000088
84398,20170201,SPY,78462F10,227.62,0.000396
84398,20170202,SPY,78462F10,227.77,0.000659
84398,20170203,SPY,78462F10,229.34,0.006893
84398,20170206,SPY,78462F10,228.92999,-0.001788
84398,20170207,SPY,78462F10,228.94,0.000044
84398,20170208,SPY,78462F10,229.24001,0.00131
84398,20170209,SPY,78462F10,230.60001,0.005933
84398,20170210,SPY,78462F10,231.50999,0.003946
84398,20170213,SPY,78462F10,232.77,0.005443
84398,20170214,SPY,78462F10,233.7,0.003995
84398,20170215,SPY,78462F10,234.92,0.00522
84398,20170216,SPY,78462F10,234.72,-0.000851
84398,20170217,SPY,78462F10,235.09,0.001576
84398,20170221,SPY,78462F10,236.49001,0.005955
84398,20170222,SPY,78462F10,236.28,-0.000888
84398,20170223,SPY,78462F10,236.44,0.000677
84398,20170224,SPY,78462F10,236.74001,0.001269
84398,20170227,SPY,78462F10,237.11,0.001563
84398,20170228,SPY,78462F10,236.47,-0.002699
84398,20170301,SPY,78462F10,239.78,0.013998
84398,20170302,SPY,78462F10,238.27,-0.006297
84398,20170303,SPY,78462F10,238.42,0.00063
84398,20170306,SPY,78462F10,237.71001,-0.002978
84398,20170307,SPY,78462F10,237,-0.002987
84398,20170308,SPY,78462F10,236.56,-0.001857
84398,20170309,SPY,78462F10,236.86,0.001268
84398,20170310,SPY,78462F10,237.69,0.003504
84398,20170313,SPY,78462F10,237.81,0.000505
84398,20170314,SPY,78462F10,236.89999,-0.003827
84398,20170315,SPY,78462F10,238.95,0.008653
84398,20170316,SPY,78462F10,238.48,-0.001967
84398,20170317,SPY,78462F10,237.03,-0.001748
84398,20170320,SPY,78462F10,236.77,-0.001097
84398,20170321,SPY,78462F10,233.73,-0.012839
84398,20170322,SPY,78462F10,234.28,0.002353
84398,20170323,SPY,78462F10,234.03,-0.001067
84398,20170324,SPY,78462F10,233.86,-0.000726
84398,20170327,SPY,78462F10,233.62,-0.001026
84398,20170328,SPY,78462F10,235.32001,0.007277
84398,20170329,SPY,78462F10,235.53999,0.000935
84398,20170330,SPY,78462F10,236.28999,0.003184
84398,20170331,SPY,78462F10,235.74001,-0.002328
84398,20170403,SPY,78462F10,235.33,-0.001739
84398,20170404,SPY,78462F10,235.48,0.000637
84398,20170405,SPY,78462F10,234.78,-0.002973
84398,20170406,SPY,78462F10,235.44,0.002811
84398,20170407,SPY,78462F10,235.2,-0.001019
84398,20170410,SPY,78462F10,235.34,0.000595
84398,20170411,SPY,78462F10,235.06,-0.00119
84398,20170412,SPY,78462F10,234.03,-0.004382
84398,20170413,SPY,78462F10,232.50999,-0.006495
84398,20170417,SPY,78462F10,234.57001,0.00886
84398,20170418,SPY,78462F10,233.87,-0.002984
84398,20170419,SPY,78462F10,233.44,-0.001839
84398,20170420,SPY,78462F10,235.34,0.008139
84398,20170421,SPY,78462F10,234.59,-0.003187
84398,20170424,SPY,78462F10,237.17,0.010998
84398,20170425,SPY,78462F10,238.55,0.005819
84398,20170426,SPY,78462F10,238.39999,-0.000629
84398,20170427,SPY,78462F10,238.60001,0.000839
84398,20170428,SPY,78462F10,238.08,-0.002179
84398,20170501,SPY,78462F10,238.67999,0.00252
84398,20170502,SPY,78462F10,238.77,0.000377
84398,20170503,SPY,78462F10,238.48,-0.001215
84398,20170504,SPY,78462F10,238.75999,0.001174
84398,20170505,SPY,78462F10,239.7,0.003937
84398,20170508,SPY,78462F10,239.66,-0.000167
84398,20170509,SPY,78462F10,239.44,-0.000918
84398,20170510,SPY,78462F10,239.87,0.001796
84398,20170511,SPY,78462F10,239.38,-0.002043
84398,20170512,SPY,78462F10,238.98,-0.001671
84398,20170515,SPY,78462F10,240.3,0.005524
84398,20170516,SPY,78462F10,240.08,-0.000916
84398,20170517,SPY,78462F10,235.82001,-0.017744
84398,20170518,SPY,78462F10,236.77,0.004028
84398,20170519,SPY,78462F10,238.31,0.006504
84398,20170522,SPY,78462F10,239.52,0.005077
84398,20170523,SPY,78462F10,240.05,0.002213
84398,20170524,SPY,78462F10,240.61,0.002333
84398,20170525,SPY,78462F10,241.75999,0.004779
84398,20170526,SPY,78462F10,241.71001,-0.000207
84398,20170530,SPY,78462F10,241.5,-0.000869
84398,20170531,SPY,78462F10,241.44,-0.000248
84398,20170601,SPY,78462F10,243.36,0.007952
84398,20170602,SPY,78462F10,244.17,0.003328
84398,20170605,SPY,78462F10,243.99001,-0.000737
84398,20170606,SPY,78462F10,243.21001,-0.003197
84398,20170607,SPY,78462F10,243.66,0.00185
84398,20170608,SPY,78462F10,243.78,0.000492
84398,20170609,SPY,78462F10,243.41,-0.001518
84398,20170612,SPY,78462F10,243.36,-0.000205
84398,20170613,SPY,78462F10,244.55,0.00489
84398,20170614,SPY,78462F10,244.24001,-0.001268
84398,20170615,SPY,78462F10,243.77,-0.001924
84398,20170616,SPY,78462F10,242.64,0.000218
84398,20170619,SPY,78462F10,244.66,0.008325
84398,20170620,SPY,78462F10,243.00999,-0.006744
84398,20170621,SPY,78462F10,242.95,-0.000247
84398,20170622,SPY,78462F10,242.84,-0.000453
84398,20170623,SPY,78462F10,243.13,0.001194
84398,20170626,SPY,78462F10,243.28999,0.000658
84398,20170627,SPY,78462F10,241.33,-0.008056
84398,20170628,SPY,78462F10,243.49001,0.00895
84398,20170629,SPY,78462F10,241.35001,-0.008789
84398,20170630,SPY,78462F10,241.8,0.001864
84398,20170703,SPY,78462F10,242.21001,0.001696
84398,20170705,SPY,78462F10,242.77,0.002312
84398,20170706,SPY,78462F10,240.55,-0.009144
84398,20170707,SPY,78462F10,242.11,0.006485
84398,20170710,SPY,78462F10,242.37,0.001074
84398,20170711,SPY,78462F10,242.19,-0.000743
84398,20170712,SPY,78462F10,244.00999,0.007515
84398,20170713,SPY,78462F10,244.42,0.00168
84398,20170714,SPY,78462F10,245.56,0.004664
84398,20170717,SPY,78462F10,245.53,-0.000122
84398,20170718,SPY,78462F10,245.66,0.000529
84398,20170719,SPY,78462F10,246.99001,0.005414
84398,20170720,SPY,78462F10,247.10001,0.000445
84398,20170721,SPY,78462F10,246.88,-0.00089
84398,20170724,SPY,78462F10,246.82001,-0.000243
84398,20170725,SPY,78462F10,247.42,0.002431
84398,20170726,SPY,78462F10,247.42999,0.00004
84398,20170727,SPY,78462F10,247.2,-0.00093
84398,20170728,SPY,78462F10,246.91,-0.001173
84398,20170731,SPY,78462F10,246.77,-0.000567
84398,20170801,SPY,78462F10,247.32001,0.002229
84398,20170802,SPY,78462F10,247.44,0.000485
84398,20170803,SPY,78462F10,246.96001,-0.00194
84398,20170804,SPY,78462F10,247.41,0.001822
84398,20170807,SPY,78462F10,247.87,0.001859
84398,20170808,SPY,78462F10,247.25999,-0.002461
84398,20170809,SPY,78462F10,247.25,-0.00004
84398,20170810,SPY,78462F10,243.75999,-0.014115
84398,20170811,SPY,78462F10,244.12,0.001477
84398,20170814,SPY,78462F10,246.53999,0.009913
84398,20170815,SPY,78462F10,246.50999,-0.000122
84398,20170816,SPY,78462F10,246.94,0.001744
84398,20170817,SPY,78462F10,243.09,-0.015591
84398,20170818,SPY,78462F10,242.71001,-0.001563
84398,20170821,SPY,78462F10,242.89999,0.000783
84398,20170822,SPY,78462F10,245.44,0.010457
84398,20170823,SPY,78462F10,244.56,-0.003585
84398,20170824,SPY,78462F10,243.99001,-0.002331
84398,20170825,SPY,78462F10,244.56,0.002336
84398,20170828,SPY,78462F10,244.57001,0.000041
84398,20170829,SPY,78462F10,244.85001,0.001145
84398,20170830,SPY,78462F10,246.00999,0.004738
84398,20170831,SPY,78462F10,247.49001,0.006016
84398,20170901,SPY,78462F10,247.84,0.001414
84398,20170905,SPY,78462F10,246.06,-0.007182
84398,20170906,SPY,78462F10,246.89999,0.003414
84398,20170907,SPY,78462F10,246.87,-0.000122
84398,20170908,SPY,78462F10,246.58,-0.001175
84398,20170911,SPY,78462F10,249.21001,0.010666
84398,20170912,SPY,78462F10,250.05,0.003371
84398,20170913,SPY,78462F10,250.17,0.00048
84398,20170914,SPY,78462F10,250.09,-0.00032
84398,20170915,SPY,78462F10,249.19,0.001338
84398,20170918,SPY,78462F10,249.72,0.002127
84398,20170919,SPY,78462F10,249.97,0.001001
84398,20170920,SPY,78462F10,250.06,0.00036
84398,20170921,SPY,78462F10,249.39,-0.002679
84398,20170922,SPY,78462F10,249.44,0.000201
84398,20170925,SPY,78462F10,248.92999,-0.002045
84398,20170926,SPY,78462F10,249.08,0.000603
84398,20170927,SPY,78462F10,250.05,0.003894
84398,20170928,SPY,78462F10,250.35001,0.0012
84398,20170929,SPY,78462F10,251.23,0.003515
84398,20171002,SPY,78462F10,252.32001,0.004339
84398,20171003,SPY,78462F10,252.86,0.00214
84398,20171004,SPY,78462F10,253.16,0.001186
84398,20171005,SPY,78462F10,254.66,0.005925
84398,20171006,SPY,78462F10,254.37,-0.001139
84398,20171009,SPY,78462F10,253.95,-0.001651
84398,20171010,SPY,78462F10,254.62,0.002638
84398,20171011,SPY,78462F10,255.02,0.001571
84398,20171012,SPY,78462F10,254.64,-0.00149
84398,20171013,SPY,78462F10,254.95,0.001217
84398,20171016,SPY,78462F10,255.28999,0.001334
84398,20171017,SPY,78462F10,255.47,0.000705
84398,20171018,SPY,78462F10,255.72,0.000979
84398,20171019,SPY,78462F10,255.78999,0.000274
84398,20171020,SPY,78462F10,257.10999,0.00516
84398,20171023,SPY,78462F10,256.10999,-0.003889
84398,20171024,SPY,78462F10,256.56,0.001757
84398,20171025,SPY,78462F10,255.28999,-0.00495
84398,20171026,SPY,78462F10,255.62,0.001293
84398,20171027,SPY,78462F10,257.70999,0.008176
84398,20171030,SPY,78462F10,256.75,-0.003725
84398,20171031,SPY,78462F10,257.14999,0.001558
84398,20171101,SPY,78462F10,257.48999,0.001322
84398,20171102,SPY,78462F10,257.59,0.000388
84398,20171103,SPY,78462F10,258.45001,0.003339
84398,20171106,SPY,78462F10,258.85001,0.001548
84398,20171107,SPY,78462F10,258.67001,-0.000695
84398,20171108,SPY,78462F10,259.10999,0.001701
84398,20171109,SPY,78462F10,258.17001,-0.003628
84398,20171110,SPY,78462F10,258.09,-0.00031
84398,20171113,SPY,78462F10,258.32999,0.00093
84398,20171114,SPY,78462F10,257.73001,-0.002323
84398,20171115,SPY,78462F10,256.44,-0.005005
84398,20171116,SPY,78462F10,258.62,0.008501
84398,20171117,SPY,78462F10,257.85999,-0.002939
84398,20171120,SPY,78462F10,258.29999,0.001706
84398,20171121,SPY,78462F10,259.98999,0.006543
84398,20171122,SPY,78462F10,259.76001,-0.000885
84398,20171124,SPY,78462F10,260.35999,0.00231
84398,20171127,SPY,78462F10,260.23001,-0.000499
84398,20171128,SPY,78462F10,262.87,0.010145
84398,20171129,SPY,78462F10,262.70999,-0.000609
84398,20171130,SPY,78462F10,265.01001,0.008755
84398,20171201,SPY,78462F10,264.45999,-0.002075
84398,20171204,SPY,78462F10,264.14001,-0.00121
84398,20171205,SPY,78462F10,263.19,-0.003597
84398,20171206,SPY,78462F10,263.23999,0.00019
84398,20171207,SPY,78462F10,264.07001,0.003153
84398,20171208,SPY,78462F10,265.51001,0.005453
84398,20171211,SPY,78462F10,266.31,0.003013
84398,20171212,SPY,78462F10,266.78,0.001765
84398,20171213,SPY,78462F10,266.75,-0.000112
84398,20171214,SPY,78462F10,265.66,-0.004086
84398,20171215,SPY,78462F10,266.51001,0.008286
84398,20171218,SPY,78462F10,268.20001,0.006341
84398,20171219,SPY,78462F10,267.17001,-0.00384
84398,20171220,SPY,78462F10,267.03,-0.000524
84398,20171221,SPY,78462F10,267.57999,0.00206
84398,20171222,SPY,78462F10,267.51001,-0.000262
84398,20171226,SPY,78462F10,267.19,-0.001196
84398,20171227,SPY,78462F10,267.32001,0.000487
84398,20171228,SPY,78462F10,267.87,0.002057
84398,20171229,SPY,78462F10,266.85999,-0.003771
84398,20180102,SPY,78462F10,268.76999,0.007157
84398,20180103,SPY,78462F10,270.47,0.006325
84398,20180104,SPY,78462F10,271.60999,0.004215
84398,20180105,SPY,78462F10,273.42001,0.006664
84398,20180108,SPY,78462F10,273.92001,0.001829
84398,20180109,SPY,78462F10,274.54001,0.002263
84398,20180110,SPY,78462F10,274.12,-0.00153
84398,20180111,SPY,78462F10,276.12,0.007296
84398,20180112,SPY,78462F10,277.92001,0.006519
84398,20180116,SPY,78462F10,276.97,-0.003418
84398,20180117,SPY,78462F10,279.60999,0.009532
84398,20180118,SPY,78462F10,279.14001,-0.001681
84398,20180119,SPY,78462F10,280.41,0.00455
84398,20180122,SPY,78462F10,282.69,0.008131
84398,20180123,SPY,78462F10,283.29001,0.002122
84398,20180124,SPY,78462F10,283.17999,-0.000388
84398,20180125,SPY,78462F10,283.29999,0.000424
84398,20180126,SPY,78462F10,286.57999,0.011578
84398,20180129,SPY,78462F10,284.67999,-0.00663
84398,20180130,SPY,78462F10,281.76001,-0.010257
84398,20180131,SPY,78462F10,281.89999,0.000497
84398,20180201,SPY,78462F10,281.57999,-0.001135
84398,20180202,SPY,78462F10,275.45001,-0.02177
84398,20180205,SPY,78462F10,263.92999,-0.041823
84398,20180206,SPY,78462F10,269.13,0.019702
84398,20180207,SPY,78462F10,267.67001,-0.005425
84398,20180208,SPY,78462F10,257.63,-0.037509
84398,20180209,SPY,78462F10,261.5,0.015022
84398,20180212,SPY,78462F10,265.34,0.014684
84398,20180213,SPY,78462F10,266,0.002487
84398,20180214,SPY,78462F10,269.59,0.013496
84398,20180215,SPY,78462F10,273.03,0.01276
84398,20180216,SPY,78462F10,273.10999,0.000293
84398,20180220,SPY,78462F10,271.39999,-0.006261
84398,20180221,SPY,78462F10,270.04999,-0.004974
84398,20180222,SPY,78462F10,270.39999,0.001296
84398,20180223,SPY,78462F10,274.70999,0.015939
