PERMNO,date,TICKER,RET
10107,20040824,MSFT,0.000000
10107,20040825,MSFT,0.011380
10107,20040826,MSFT,-0.003993
10107,20040827,MSFT,0.000729
10107,20040830,MSFT,-0.005827
10107,20040831,MSFT,0.000000
10107,20040901,MSFT,0.003297
10107,20040902,MSFT,0.008397
10107,20040903,MSFT,-0.018465
10107,20040907,MSFT,0.009222
10107,20040908,MSFT,-0.003655
10107,20040909,MSFT,0.000734
10107,20040910,MSFT,0.007698
10107,20040913,MSFT,-0.008730
10107,20040914,MSFT,0.006972
10107,20040915,MSFT,-0.009111
10107,20040916,MSFT,0.002574
10107,20040917,MSFT,0.009171
10107,20040920,MSFT,0.000000
10107,20040921,MSFT,-0.009088
10107,20040922,MSFT,-0.005136
10107,20040923,MSFT,0.008481
10107,20040924,MSFT,-0.002194
10107,20040927,MSFT,-0.003664
10107,20040928,MSFT,0.002942
10107,20040929,MSFT,0.011368
10107,20040930,MSFT,0.002538
10107,20041001,MSFT,0.021700
10107,20041004,MSFT,-0.004602
10107,20041005,MSFT,0.009246
10107,20041006,MSFT,0.005285
10107,20041007,MSFT,-0.012618
10107,20041008,MSFT,-0.006390
10107,20041011,MSFT,0.002501
10107,20041012,MSFT,-0.001069
10107,20041013,MSFT,0.000000
10107,20041014,MSFT,-0.008206
10107,20041015,MSFT,0.006835
10107,20041018,MSFT,0.015005
10107,20041019,MSFT,-0.008096
10107,20041020,MSFT,0.018417
10107,20041021,MSFT,-0.004843
10107,20041022,MSFT,-0.028711
10107,20041025,MSFT,-0.003965
10107,20041026,MSFT,0.009772
10107,20041027,MSFT,0.008961
10107,20041028,MSFT,-0.004973
10107,20041029,MSFT,-0.001428
10107,20041101,MSFT,0.003933
10107,20041102,MSFT,0.005698
10107,20041103,MSFT,0.008144
10107,20041104,MSFT,0.018616
10107,20041105,MSFT,0.010690
10107,20041108,MSFT,-0.001023
10107,20041109,MSFT,0.016735
10107,20041110,MSFT,-0.001344
10107,20041111,MSFT,0.008409
10107,20041112,MSFT,-0.000334
10107,20041115,MSFT,0.016683
10107,20041116,MSFT,-0.009858
10107,20041117,MSFT,0.001844
10107,20041118,MSFT,-0.003681
10107,20041119,MSFT,-0.007758
10107,20041122,MSFT,-0.007818
10107,20041123,MSFT,-0.004503
10107,20041124,MSFT,0.004146
10107,20041126,MSFT,-0.001501
10107,20041129,MSFT,0.006391
10107,20041130,MSFT,0.001494
10107,20041201,MSFT,0.016412
10107,20041202,MSFT,-0.005872
10107,20041203,MSFT,0.005168
10107,20041206,MSFT,0.003672
10107,20041207,MSFT,-0.009513
10107,20041208,MSFT,0.010713
10107,20041209,MSFT,-0.004752
10107,20041210,MSFT,-0.005509
10107,20041213,MSFT,0.006278
10107,20041214,MSFT,-0.000734
10107,20041215,MSFT,-0.004407
10107,20041216,MSFT,0.001844
10107,20041217,MSFT,-0.007364
10107,20041220,MSFT,-0.000371
10107,20041221,MSFT,0.004453
10107,20041222,MSFT,-0.003694
10107,20041223,MSFT,0.001483
10107,20041227,MSFT,-0.005924
10107,20041228,MSFT,0.003724
10107,20041229,MSFT,-0.001855
10107,20041230,MSFT,-0.005204
10107,20041231,MSFT,-0.001495
10107,20050103,MSFT,0.000749
10107,20050104,MSFT,0.003740
10107,20050105,MSFT,-0.002235
10107,20050106,MSFT,-0.001120
10107,20050107,MSFT,-0.002991
10107,20050110,MSFT,0.004874
10107,20050111,MSFT,-0.002612
10107,20050112,MSFT,0.001871
10107,20050113,MSFT,-0.019044
10107,20050114,MSFT,-0.005710
10107,20050118,MSFT,0.007657
10107,20050119,MSFT,-0.012918
10107,20050120,MSFT,-0.004619
10107,20050121,MSFT,-0.008121
10107,20050124,MSFT,0.000780
10107,20050125,MSFT,0.013635
10107,20050126,MSFT,-0.000384
10107,20050127,MSFT,0.003845
10107,20050128,MSFT,0.002681
10107,20050131,MSFT,0.003820
10107,20050201,MSFT,0.004186
10107,20050202,MSFT,0.002653
10107,20050203,MSFT,-0.010582
10107,20050204,MSFT,0.005348
10107,20050207,MSFT,-0.006079
10107,20050208,MSFT,0.003058
10107,20050209,MSFT,-0.006479
10107,20050210,MSFT,-0.000384
10107,20050211,MSFT,-0.003454
10107,20050214,MSFT,0.001540
10107,20050215,MSFT,0.000000
10107,20050216,MSFT,-0.005399
10107,20050217,MSFT,-0.005429
10107,20050218,MSFT,-0.006628
10107,20050222,MSFT,-0.009812
10107,20050223,MSFT,-0.001189
10107,20050224,MSFT,0.006746
10107,20050225,MSFT,-0.004730
10107,20050228,MSFT,-0.003564
10107,20050301,MSFT,0.004770
10107,20050302,MSFT,-0.000791
10107,20050303,MSFT,-0.003563
10107,20050304,MSFT,0.000000
10107,20050307,MSFT,0.011919
10107,20050308,MSFT,-0.002748
10107,20050309,MSFT,-0.003543
10107,20050310,MSFT,0.004741
10107,20050311,MSFT,-0.013370
10107,20050314,MSFT,0.000797
10107,20050315,MSFT,-0.007965
10107,20050316,MSFT,-0.011240
10107,20050317,MSFT,-0.003654
10107,20050318,MSFT,-0.009373
10107,20050321,MSFT,-0.004525
10107,20050322,MSFT,-0.008678
10107,20050323,MSFT,0.007920
10107,20050324,MSFT,0.004136
10107,20050328,MSFT,-0.003295
10107,20050329,MSFT,-0.011570
10107,20050330,MSFT,0.010033
10107,20050331,MSFT,0.000414
10107,20050401,MSFT,-0.002069
10107,20050404,MSFT,0.004560
10107,20050405,MSFT,0.009905
10107,20050406,MSFT,0.008173
10107,20050407,MSFT,0.017430
10107,20050408,MSFT,-0.006374
10107,20050411,MSFT,0.001203
10107,20050412,MSFT,0.014017
10107,20050413,MSFT,-0.011058
10107,20050414,MSFT,-0.007987
10107,20050415,MSFT,-0.015298
10107,20050418,MSFT,0.007768
10107,20050419,MSFT,-0.000811
10107,20050420,MSFT,-0.012586
10107,20050421,MSFT,0.039474
10107,20050422,MSFT,-0.011867
10107,20050425,MSFT,0.000400
10107,20050426,MSFT,-0.009204
10107,20050427,MSFT,0.009289
10107,20050428,MSFT,-0.021609
10107,20050429,MSFT,0.034765
10107,20050502,MSFT,-0.002767
10107,20050503,MSFT,0.005153
10107,20050504,MSFT,-0.005915
10107,20050505,MSFT,0.000793
10107,20050506,MSFT,-0.000396
10107,20050509,MSFT,-0.004362
10107,20050510,MSFT,-0.008363
10107,20050511,MSFT,0.000402
10107,20050512,MSFT,0.003613
10107,20050513,MSFT,0.012000
10107,20050516,MSFT,0.010672
10107,20050517,MSFT,-0.001177
10107,20050518,MSFT,0.009427
10107,20050519,MSFT,0.008560
10107,20050520,MSFT,-0.006944
10107,20050523,MSFT,0.004274
10107,20050524,MSFT,-0.003868
10107,20050525,MSFT,-0.001553
10107,20050526,MSFT,0.007390
10107,20050527,MSFT,0.006564
10107,20050531,MSFT,-0.010357
10107,20050601,MSFT,0.001550
10107,20050602,MSFT,-0.001935
10107,20050603,MSFT,-0.013959
10107,20050606,MSFT,-0.002359
10107,20050607,MSFT,0.005518
10107,20050608,MSFT,-0.004312
10107,20050609,MSFT,0.004331
10107,20050610,MSFT,-0.003136
10107,20050613,MSFT,-0.004719
10107,20050614,MSFT,0.001976
10107,20050615,MSFT,-0.003943
10107,20050616,MSFT,-0.008709
10107,20050617,MSFT,0.000000
10107,20050620,MSFT,0.002796
10107,20050621,MSFT,0.001593
10107,20050622,MSFT,-0.003181
10107,20050623,MSFT,0.009573
10107,20050624,MSFT,-0.010668
10107,20050627,MSFT,0.000399
10107,20050628,MSFT,0.000798
10107,20050629,MSFT,0.000798
10107,20050630,MSFT,-0.009964
10107,20050701,MSFT,-0.005234
10107,20050705,MSFT,0.010927
10107,20050706,MSFT,-0.011209
10107,20050707,MSFT,-0.002024
10107,20050708,MSFT,0.017850
10107,20050711,MSFT,0.007971
10107,20050712,MSFT,0.012653
10107,20050713,MSFT,0.001952
10107,20050714,MSFT,0.012081
10107,20050715,MSFT,-0.006931
10107,20050718,MSFT,-0.009306
10107,20050719,MSFT,0.023875
10107,20050720,MSFT,0.001147
10107,20050721,MSFT,0.009546
10107,20050722,MSFT,-0.028744
10107,20050725,MSFT,0.000389
10107,20050726,MSFT,-0.005839
10107,20050727,MSFT,0.007048
10107,20050728,MSFT,0.001166
10107,20050729,MSFT,-0.005437
10107,20050801,MSFT,0.012105
10107,20050802,MSFT,0.034336
10107,20050803,MSFT,0.016412
10107,20050804,MSFT,0.002569
10107,20050805,MSFT,0.016105
10107,20050808,MSFT,-0.022695
10107,20050809,MSFT,0.008109
10107,20050810,MSFT,-0.014625
10107,20050811,MSFT,0.011874
10107,20050812,MSFT,-0.008068
10107,20050815,MSFT,0.005915
10107,20050816,MSFT,-0.014375
10107,20050817,MSFT,0.007853
10107,20050818,MSFT,-0.004824
10107,20050819,MSFT,-0.003729
10107,20050822,MSFT,0.007111
10107,20050823,MSFT,-0.001486
10107,20050824,MSFT,-0.002233
10107,20050825,MSFT,0.008206
10107,20050826,MSFT,-0.002220
10107,20050829,MSFT,0.006674
10107,20050830,MSFT,0.001105
10107,20050831,MSFT,0.007358
10107,20050901,MSFT,-0.006574
10107,20050902,MSFT,-0.006618
10107,20050906,MSFT,-0.000740
10107,20050907,MSFT,-0.005556
10107,20050908,MSFT,-0.008939
10107,20050909,MSFT,-0.001127
10107,20050912,MSFT,0.001129
10107,20050913,MSFT,-0.004885
10107,20050914,MSFT,-0.006420
10107,20050915,MSFT,-0.001520
10107,20050916,MSFT,-0.007613
10107,20050919,MSFT,-0.002685
10107,20050920,MSFT,-0.006154
10107,20050921,MSFT,-0.013545
10107,20050922,MSFT,-0.005885
10107,20050923,MSFT,-0.002762
10107,20050926,MSFT,0.000000
10107,20050927,MSFT,0.002770
10107,20050928,MSFT,0.013023
10107,20050929,MSFT,0.010518
10107,20050930,MSFT,-0.008096
10107,20051003,MSFT,-0.008939
10107,20051004,MSFT,-0.020392
10107,20051005,MSFT,-0.012410
10107,20051006,MSFT,0.002432
10107,20051007,MSFT,-0.005661
10107,20051010,MSFT,-0.005287
10107,20051011,MSFT,-0.002044
10107,20051012,MSFT,-0.004506
10107,20051013,MSFT,0.011934
10107,20051014,MSFT,0.003253
10107,20051017,MSFT,-0.005675
10107,20051018,MSFT,0.001631
10107,20051019,MSFT,0.021164
10107,20051020,MSFT,-0.011957
10107,20051021,MSFT,-0.000403
10107,20051024,MSFT,0.012914
10107,20051025,MSFT,-0.002789
10107,20051026,MSFT,0.003200
10107,20051027,MSFT,-0.010358
10107,20051028,MSFT,0.027364
10107,20051031,MSFT,0.006659
10107,20051101,MSFT,0.010117
10107,20051102,MSFT,0.019260
10107,20051103,MSFT,-0.000756
10107,20051104,MSFT,0.008321
10107,20051107,MSFT,0.013128
10107,20051108,MSFT,0.001462
10107,20051109,MSFT,-0.003309
10107,20051110,MSFT,0.004822
10107,20051111,MSFT,0.007014
10107,20051114,MSFT,0.002566
10107,20051115,MSFT,0.008409
10107,20051116,MSFT,0.008727
10107,20051117,MSFT,0.008291
10107,20051118,MSFT,0.003575
10107,20051121,MSFT,0.003206
10107,20051122,MSFT,-0.008878
10107,20051123,MSFT,0.000358
10107,20051125,MSFT,-0.005731
10107,20051128,MSFT,-0.000360
10107,20051129,MSFT,-0.002523
10107,20051130,MSFT,0.000000
10107,20051201,MSFT,0.007587
10107,20051202,MSFT,0.004303
10107,20051205,MSFT,-0.005712
10107,20051206,MSFT,-0.005745
10107,20051207,MSFT,0.002167
10107,20051208,MSFT,-0.002162
10107,20051209,MSFT,0.000722
10107,20051212,MSFT,-0.009383
10107,20051213,MSFT,-0.011654
10107,20051214,MSFT,-0.001478
10107,20051215,MSFT,-0.006275
10107,20051216,MSFT,-0.000743
10107,20051219,MSFT,-0.002602
10107,20051220,MSFT,0.001118
10107,20051221,MSFT,-0.004840
10107,20051222,MSFT,-0.005238
10107,20051223,MSFT,0.001880
10107,20051227,MSFT,-0.006757
10107,20051228,MSFT,-0.002645
10107,20051229,MSFT,-0.004547
10107,20051230,MSFT,-0.004568
10107,20060103,MSFT,0.026386
10107,20060104,MSFT,0.004843
10107,20060105,MSFT,0.000742
10107,20060106,MSFT,-0.002964
10107,20060109,MSFT,-0.001858
10107,20060110,MSFT,0.005212
10107,20060111,MSFT,0.010741
10107,20060112,MSFT,-0.005497
10107,20060113,MSFT,0.001842
10107,20060117,MSFT,-0.007356
10107,20060118,MSFT,-0.005928
10107,20060119,MSFT,0.007082
10107,20060120,MSFT,-0.022576
10107,20060123,MSFT,-0.002272
10107,20060124,MSFT,-0.002657
10107,20060125,MSFT,0.004566
10107,20060126,MSFT,0.003788
10107,20060127,MSFT,0.048679
10107,20060130,MSFT,0.007557
10107,20060131,MSFT,0.005357
10107,20060201,MSFT,-0.003908
10107,20060202,MSFT,-0.012839
10107,20060203,MSFT,-0.005058
10107,20060206,MSFT,-0.013435
10107,20060207,MSFT,-0.008465
10107,20060208,MSFT,-0.001114
10107,20060209,MSFT,-0.009290
10107,20060210,MSFT,0.001125
10107,20060213,MSFT,-0.011240
10107,20060214,MSFT,0.009852
10107,20060215,MSFT,0.012007
10107,20060216,MSFT,-0.002604
10107,20060217,MSFT,-0.004103
10107,20060221,MSFT,-0.005993
10107,20060222,MSFT,0.006782
10107,20060223,MSFT,-0.002245
10107,20060224,MSFT,-0.001125
10107,20060227,MSFT,0.015772
10107,20060228,MSFT,-0.006654
10107,20060301,MSFT,0.010048
10107,20060302,MSFT,-0.006264
10107,20060303,MSFT,-0.001483
10107,20060306,MSFT,-0.000743
10107,20060307,MSFT,0.005574
10107,20060308,MSFT,0.007021
10107,20060309,MSFT,-0.009174
10107,20060310,MSFT,0.006296
10107,20060313,MSFT,-0.002208
10107,20060314,MSFT,0.004426
10107,20060315,MSFT,0.004774
10107,20060316,MSFT,-0.003289
10107,20060317,MSFT,0.008434
10107,20060320,MSFT,0.014182
10107,20060321,MSFT,-0.005378
10107,20060322,MSFT,-0.021269
10107,20060323,MSFT,-0.011050
10107,20060324,MSFT,0.005959
10107,20060327,MSFT,0.000000
10107,20060328,MSFT,-0.004073
10107,20060329,MSFT,0.004461
10107,20060330,MSFT,0.007772
10107,20060331,MSFT,-0.000735
10107,20060403,MSFT,0.012863
10107,20060404,MSFT,0.002903
10107,20060405,MSFT,0.003618
10107,20060406,MSFT,-0.006489
10107,20060407,MSFT,-0.011248
10107,20060410,MSFT,0.001468
10107,20060411,MSFT,-0.005863
10107,20060412,MSFT,0.002580
10107,20060413,MSFT,-0.004779
10107,20060417,MSFT,-0.008496
10107,20060418,MSFT,0.014158
10107,20060419,MSFT,-0.006980
10107,20060420,MSFT,0.000000
10107,20060421,MSFT,0.004439
10107,20060424,MSFT,-0.001473
10107,20060425,MSFT,0.000000
10107,20060426,MSFT,-0.000369
10107,20060427,MSFT,0.005535
10107,20060428,MSFT,-0.113761
10107,20060501,MSFT,0.005797
10107,20060502,MSFT,-0.011527
10107,20060503,MSFT,-0.034985
10107,20060504,MSFT,0.011653
10107,20060505,MSFT,0.015358
10107,20060508,MSFT,-0.002941
10107,20060509,MSFT,-0.004635
10107,20060510,MSFT,0.006351
10107,20060511,MSFT,-0.023138
10107,20060512,MSFT,-0.002153
10107,20060515,MSFT,0.003021
10107,20060516,MSFT,-0.006047
10107,20060517,MSFT,-0.012169
10107,20060518,MSFT,0.004399
10107,20060519,MSFT,-0.011827
10107,20060522,MSFT,0.014184
10107,20060523,MSFT,-0.003933
10107,20060524,MSFT,0.031154
10107,20060525,MSFT,0.010213
10107,20060526,MSFT,-0.000842
10107,20060530,MSFT,-0.024030
10107,20060531,MSFT,-0.021598
10107,20060601,MSFT,0.007506
10107,20060602,MSFT,-0.002629
10107,20060605,MSFT,-0.011424
10107,20060606,MSFT,-0.016444
10107,20060607,MSFT,-0.004067
10107,20060608,MSFT,0.003176
10107,20060609,MSFT,-0.008593
10107,20060612,MSFT,-0.009580
10107,20060613,MSFT,-0.009212
10107,20060614,MSFT,0.017201
10107,20060615,MSFT,0.008684
10107,20060616,MSFT,0.001359
10107,20060619,MSFT,0.020362
10107,20060620,MSFT,0.000443
10107,20060621,MSFT,0.023050
10107,20060622,MSFT,-0.008666
10107,20060623,MSFT,-0.016608
10107,20060626,MSFT,0.014222
10107,20060627,MSFT,0.001753
10107,20060628,MSFT,0.013123
10107,20060629,MSFT,0.013394
10107,20060630,MSFT,-0.007252
10107,20060703,MSFT,0.017167
10107,20060705,MSFT,-0.014768
10107,20060706,MSFT,0.005567
10107,20060707,MSFT,-0.007666
10107,20060710,MSFT,0.008584
10107,20060711,MSFT,-0.017021
10107,20060712,MSFT,-0.019913
10107,20060713,MSFT,-0.016784
10107,20060714,MSFT,0.001348
10107,20060717,MSFT,0.008524
10107,20060718,MSFT,0.011566
10107,20060719,MSFT,0.029024
10107,20060720,MSFT,-0.023504
10107,20060721,MSFT,0.044639
10107,20060724,MSFT,0.005446
10107,20060725,MSFT,0.009167
10107,20060726,MSFT,0.006193
10107,20060727,MSFT,-0.020517
10107,20060728,MSFT,0.015920
10107,20060731,MSFT,-0.007835
10107,20060801,MSFT,-0.002909
10107,20060802,MSFT,0.012922
10107,20060803,MSFT,-0.003704
10107,20060804,MSFT,0.003304
10107,20060807,MSFT,-0.002882
10107,20060808,MSFT,0.004955
10107,20060809,MSFT,0.004108
10107,20060810,MSFT,0.000818
10107,20060811,MSFT,-0.001226
10107,20060814,MSFT,0.004093
10107,20060815,MSFT,0.007338
10107,20060816,MSFT,0.003249
10107,20060817,MSFT,0.000000
10107,20060818,MSFT,0.044130
10107,20060821,MSFT,0.012796
10107,20060822,MSFT,-0.019142
10107,20060823,MSFT,0.001952
10107,20060824,MSFT,0.002727
10107,20060825,MSFT,0.004274
10107,20060828,MSFT,0.003868
10107,20060829,MSFT,-0.004239
10107,20060830,MSFT,-0.001548
10107,20060831,MSFT,-0.003876
10107,20060901,MSFT,0.005447
10107,20060905,MSFT,-0.008901
10107,20060906,MSFT,0.000000
10107,20060907,MSFT,-0.007029
10107,20060908,MSFT,0.006685
10107,20060911,MSFT,0.012109
10107,20060912,MSFT,0.000772
10107,20060913,MSFT,0.001928
10107,20060914,MSFT,0.013472
10107,20060915,MSFT,0.019749
10107,20060918,MSFT,-0.002235
10107,20060919,MSFT,0.002613
10107,20060920,MSFT,0.011914
10107,20060921,MSFT,-0.010302
10107,20060922,MSFT,-0.008922
10107,20060925,MSFT,0.010878
10107,20060926,MSFT,0.009276
10107,20060927,MSFT,0.008824
10107,20060928,MSFT,-0.001458
10107,20060929,MSFT,-0.001825
10107,20061002,MSFT,0.000366
10107,20061003,MSFT,0.000366
10107,20061004,MSFT,0.020826
10107,20061005,MSFT,-0.000716
10107,20061006,MSFT,-0.001791
10107,20061009,MSFT,-0.005382
10107,20061010,MSFT,-0.001082
10107,20061011,MSFT,-0.005417
10107,20061012,MSFT,0.024691
10107,20061013,MSFT,0.005315
10107,20061016,MSFT,0.002820
10107,20061017,MSFT,-0.000352
10107,20061018,MSFT,0.002813
10107,20061019,MSFT,-0.008065
10107,20061020,MSFT,0.004949
10107,20061023,MSFT,0.000703
10107,20061024,MSFT,-0.005975
10107,20061025,MSFT,0.001061
10107,20061026,MSFT,0.001413
10107,20061027,MSFT,-0.000353
10107,20061030,MSFT,0.006704
10107,20061031,MSFT,0.006309
10107,20061101,MSFT,0.003483
10107,20061102,MSFT,-0.001388
10107,20061103,MSFT,-0.001390
10107,20061106,MSFT,0.003829
10107,20061107,MSFT,0.003814
10107,20061108,MSFT,0.001036
10107,20061109,MSFT,0.009662
10107,20061110,MSFT,-0.000684
10107,20061113,MSFT,0.003762
10107,20061114,MSFT,-0.000733
10107,20061115,MSFT,-0.003712
10107,20061116,MSFT,0.012019
10107,20061117,MSFT,-0.002375
10107,20061120,MSFT,0.016667
10107,20061121,MSFT,0.001004
10107,20061122,MSFT,0.000000
10107,20061124,MSFT,-0.005348
10107,20061127,MSFT,-0.009409
10107,20061128,MSFT,-0.003053
10107,20061129,MSFT,0.006125
10107,20061130,MSFT,-0.007102
10107,20061201,MSFT,-0.008174
10107,20061204,MSFT,0.007212
10107,20061205,MSFT,-0.006819
10107,20061206,MSFT,-0.004806
10107,20061207,MSFT,-0.004829
10107,20061208,MSFT,0.019064
10107,20061211,MSFT,0.004762
10107,20061212,MSFT,-0.003724
10107,20061213,MSFT,0.004077
10107,20061214,MSFT,0.017597
10107,20061215,MSFT,0.003991
10107,20061218,MSFT,-0.009937
10107,20061219,MSFT,0.003346
10107,20061220,MSFT,0.003334
10107,20061221,MSFT,-0.003656
10107,20061222,MSFT,-0.011341
10107,20061226,MSFT,0.011808
10107,20061227,MSFT,0.001000
10107,20061228,MSFT,-0.001332
10107,20061229,MSFT,-0.004003
10107,20070103,MSFT,0.000000
10107,20070104,MSFT,-0.001675
10107,20070105,MSFT,-0.005703
10107,20070108,MSFT,0.009784
10107,20070109,MSFT,0.001002
10107,20070110,MSFT,-0.010013
10107,20070111,MSFT,0.035064
10107,20070112,MSFT,0.016612
10107,20070116,MSFT,-0.001602
10107,20070117,MSFT,-0.001926
10107,20070118,MSFT,-0.003215
10107,20070119,MSFT,0.003548
10107,20070122,MSFT,-0.012536
10107,20070123,MSFT,0.000651
10107,20070124,MSFT,0.011386
10107,20070125,MSFT,-0.020585
10107,20070126,MSFT,0.004926
10107,20070129,MSFT,-0.002288
10107,20070130,MSFT,-0.001638
10107,20070131,MSFT,0.012467
10107,20070201,MSFT,-0.009721
10107,20070202,MSFT,-0.012107
10107,20070205,MSFT,-0.019212
10107,20070206,MSFT,-0.003377
10107,20070207,MSFT,-0.004744
10107,20070208,MSFT,-0.003745
10107,20070209,MSFT,-0.009569
10107,20070212,MSFT,-0.001380
10107,20070213,MSFT,0.006565
10107,20070214,MSFT,0.012745
10107,20070215,MSFT,0.002041
10107,20070216,MSFT,-0.024440
10107,20070220,MSFT,0.003132
10107,20070221,MSFT,0.018037
10107,20070222,MSFT,0.001363
10107,20070223,MSFT,-0.016672
10107,20070226,MSFT,0.005882
10107,20070227,MSFT,-0.041280
10107,20070228,MSFT,0.010764
10107,20070301,MSFT,-0.002840
10107,20070302,MSFT,-0.011748
10107,20070305,MSFT,-0.007568
10107,20070306,MSFT,0.010167
